,juncType,node_name_start,node_id_start,node_id_end,node_name_end,X_start,X_end,Y_start,Y_end,startKind,startValue,startT,endKind,endValue,endT,startIsSource,endIsOutlet,L,d,s,uphillM,effectiveD,intD,roughness,perforation,pumpDepth,model,frequency,productivity,predict_mode,shtr_debit,K_pump,VolumeWater,wellNum,padNum,startP,endP,start_Q_m3_day,end_Q_m3_day,res_watercut_percent,res_liquid_density_kg_m3,res_pump_power_watt,X_kg_sec,velocity_m_sec
21,pipe,к.55__скв.1414,1414,1750037686,к.55,,429468.68,,6575668.1,Q,0.2636111111,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3464.0,2928.0,ЭЦН5-125-2750,50.0,0.1338563508,periodic,24.0,0.85,50.0,,,16.13891566034378,16.138869747623595,24.633737935483712,,50.0,924.5856255632351,,0.2636111111,0.01083988116092426
22,pipe,к.96__скв.100,100,1750048619,к.96,,434736.17,,6562005.67,Q,0.4498118981,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3169.0,2734.0,ЭЦН5-45-2500,51.0,0.4553243999,const,44.0,0.85,30.3,,,10.320813936773058,10.320813689006918,43.82065909092065,,30.3,886.88186809797,,0.4498118981,0.01928293376275328
23,pipe,к.55__скв.1418,1418,1750037686,к.55,,429468.68,,6575668.1,Q,0.3720148148,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3212.0,2585.0,ЭЦН5А-160-2500,49.0,0.2216371341,periodic,32.0,0.85,67.4,,,16.13894209490831,16.138869747623595,33.619670133327986,,67.4,956.0498324716393,,0.3720148148,0.014794069412819463
24,pipe,т.вр.к.45 88,1751051660,1751051661,вр. к.43,433753.34,436574.32,6569404.37,6568628.79,,,20,,,20,False,False,3000.0,219,8,-6.8,0.85,0.219,1e-05,,,,,,,,,,,,11.368041298255756,10.311097656531981,,,74.403697345823,968.0849188913314,,19.084652864616665,0.5233505761588347
25,pipe,к.55__скв.1608,1608,1750037686,к.55,,429468.68,,6575668.1,Q,1.289424306,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3147.0,2554.0,ЭЦН5-125-2500,48.0,0.9388489597,const,111.0,0.9,94.0,,,16.139318947769983,16.138869747623595,110.94580300396495,,94.0,1004.1502879961902,,1.289424306,0.048820821387969296
26,pipe,к.55__скв.1413,1413,1750037686,к.55,,429468.68,,6575668.1,Q,0.6041087963,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3095.0,2769.0,ЭЦН5-100-2500,51.0,0.3950992908,na,55.0,1.2,48.4,,,16.138869621321447,16.138869747623595,56.62952484823359,,48.4,921.6923528883908,,0.6041087963,0.02491937363148723
27,pipe,к.37__скв.470,470,1750023893,к.37,,442111.8973,,6562785.606,Q,1.138410648,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3141.0,2884.0,ЭЦН5-80-2600,49.0,0.4635996415,const,98.0,1,94.0,,,9.658563448907113,9.65819320925396,97.97157456565795,,94.0,1003.9512013893645,,1.138410648,0.043111614981931015
28,pipe,к.71__скв.1907,1907,1750028316,к.71,,440040.9303,,6561506.885,Q,0.1932175926,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3178.0,2698.0,ЭЦН5-80-2550,50.5,0.08453169196,periodic,17.0,0.85,78.0,,,9.133378879330238,9.133350707784864,17.132080057529983,,78.0,974.4292546253054,,0.1932175926,0.007538836060911389
29,pipe,к.43__скв.4302,4302,1750040926,к.43,,435902.57,,6565914.81,Q,0.2463023148,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3194.0,2910.0,ЭЦН5-125-2500,50.0,0.1301920823,periodic,23.0,0.95,34.0,,,10.691758293148023,10.691758410218593,23.808887152276807,,34.0,893.8057399581138,,0.2463023148,0.010476912110556201
30,pipe,к.40б__скв.418,418,1750048880,к.40б,,432109.07,,6572404.64,Q,0.3537587963,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3316.0,2915.0,ЭЦН5-125-2400,50.0,0.1663934763,periodic,31.0,0.5,66.0,,,13.430884560502596,13.430816897786277,32.07090655458184,,66.0,953.0369822350201,,0.3537587963,0.014112548273642566
31,pipe,к.40__скв.571,571,1750024074,к.40,,431752.5,,6572395.78,Q,0.627575,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3329.0,2817.0,ЭЦН5-60-2400,50.0,0.3857309003,periodic,54.0,,93.0,,,14.311165804234687,14.311017137127044,54.099422340178016,,93.0,1002.2746575563818,,0.627575,0.023806022073388007
32,pipe,к.43__скв.4301,4301,1750040926,к.43,,435902.57,,6565914.81,Q,1.079359722,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3253.0,2560.0,ЭЦН5-125-2400,50.0,0.764182331,periodic,93.0,0.9,96.3,,,10.692097345147566,10.691758410218593,92.49766425509803,,96.3,1008.2057826196419,,1.079359722,0.04070286412944443
33,pipe,к.55__скв.1412,1412,1750037686,к.55,,429468.68,,6575668.1,Q,0.5371562616,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3304.0,2791.0,ЭЦН5-50-2500,52.0,0.2678751028,const,49.0,1,64.1,,,16.13899495096518,16.138869747623595,48.84870658872298,,64.1,950.0824943634043,,0.5371562616,0.021495486217862025
34,pipe,к.45__скв.1500,1500,1750026636,к.45,,432637.02,,6568595.31,Q,0.3762458333,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3107.0,2741.0,ЭЦН5-60-2600,50.0,0.2320724952,periodic,33.0,0.8,95.0,,,12.00126820933692,12.001198872697914,32.31852818851752,,95.0,1005.8514981715557,,0.3762458333,0.01422151221130264
35,pipe,к.37__скв.3780,3780,1750023893,к.37,,442111.8973,,6562785.606,Q,0.6838611111,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3131.0,2840.0,ЭЦН5-80-2500,46.0,0.2790440404,const,60.0,1,84.0,,,9.658366349389704,9.65819320925396,59.952724969523835,,84.0,985.5365211352007,,0.6838611111,0.026381721509145938
36,pipe,к.43__скв.4308,4308,1750040926,к.43,,435902.57,,6565914.81,Q,0.318087037,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3135.0,2552.0,ЭЦН5-125-2500,50.0,0.2019779991,periodic,29.0,0.75,48.0,,,10.691758296335687,10.691758410218593,29.88832313002281,,48.0,919.5136133011631,,0.318087037,0.013152119734214799
37,pipe,уз.вр. к37,1750025406,1751062704,уз.входа ДНС-3,442465.6733,439079.83,6562885.375,6568361.91,,,20,,,20,False,False,10.0,168,8,-0.4,0.85,0.168,1e-05,,,,,,,,,,,,8.65005686179744,8.682119070032346,,,88.22117511665802,993.2492756077498,,10.4369546989,0.47403139301179115
38,pipe,к.44,1751054627,1751062704,уз.входа ДНС-3,439199.92,439079.83,6568611.67,6568361.91,,,20,,,20,False,False,392.0,159,8,-0.3,0.85,0.159,1e-05,,,,,,,,,,,,8.684843677316403,8.682119070032346,,,68.94703891466168,957.6632966258143,,2.3480396992,0.1234833689998258
39,pipe,к.40__скв.573,573,1750024074,к.40,,431752.5,,6572395.78,Q,0.1601493056,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,2823.0,2759.0,ЭЦН5-45-2600,50.0,0.1268663083,periodic,15.0,1.2,30.0,,,14.31101711870409,14.311017137127044,15.586543756948869,,30.0,887.7465215898917,,0.1601493056,0.006858735059915463
40,pipe,к.230__скв.2300,2300,1751067763,к.230,,430953.64,,6561257.62,Q,0.5809143519,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3337.0,2718.0,ЭЦН5А-160-2500,51.0,0.4322245339,na,53.0,0.7,71.2,,,19.868988928326168,19.868850664284032,52.09159775634697,,71.2,963.5143125945797,,0.5809143519,0.022922494776892743
41,pipe,к.88__скв.1636,1636,1750037786,к.88,,430953.64,,6565257.62,Q,0.6202708333,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,2836.0,2744.0,ЭЦН5-80-2700,51.0,0.5408915059,periodic,57.0,,41.0,,,19.010607281465525,19.01060740787595,58.94092157612594,,41.0,909.2392613492361,,0.6202708333,0.025936485444226432
42,pipe,к.88__скв.1626,1626,1750037786,к.88,,430953.64,,6565257.62,Q,1.581588426,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3255.0,2853.0,ЭЦН5-125-2500,54.0,1.467010161,const,140.0,1,79.4,,,19.01124527817426,19.01060740787595,139.71265755040744,,79.4,978.073443038601,,1.581588426,0.06147944775940013
43,pipe,к.55__скв.1415,1415,1750037686,к.55,,429468.68,,6575668.1,Q,0.3238467593,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3440.0,2928.0,ЭЦН5А-160-2500,50.0,0.1259633989,periodic,29.0,0.6,64.1,,,16.13892938378375,16.138869747623595,29.450453555253098,,64.1,950.0824817867406,,0.3238467593,0.012959438697868664
44,pipe,к.55__скв.1417,1417,1750037686,к.55,,429468.68,,6575668.1,Q,0.4277856481,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3404.0,2994.0,ЭЦН5-80-2600,50.0,0.2844348678,periodic,41.0,0.95,14.1,,,16.138869134836533,16.138869747623595,42.99412844455047,,14.1,859.6680833641784,,0.4277856481,0.01891922550191281
45,pipe,к.40,1750024074,1750025407,т.вр.к.40,431752.5,431712.5,6572395.78,6572209.58,,,20,,,20,False,False,3718.0,159,10,4.2,0.85,0.159,1e-05,,,,,,,,,,,,14.311017137127044,13.417224921658413,,,82.31382074634826,982.8481738615201,,3.2836733797,0.16826329706808335
46,pipe,к.37__скв.3702,3702,1750023893,к.37,,442111.8973,,6562785.606,Q,0.8995186343,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3004.0,2875.0,ЭЦН5-80-2650,48.5,0.3379703864,const,77.0,1,97.0,,,9.658448512203329,9.65819320925396,76.98889411879543,,97.0,1009.4755989558561,,0.8995186343,0.03387835273495353
47,pipe,к.55__скв.1600,1600,1750037686,к.55,,429468.68,,6575668.1,Q,0.2716777778,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3158.0,2581.0,ЭЦН5-125-2500,51.0,0.2312195791,periodic,24.0,0.85,72.0,,,16.13891534439984,16.138869747623595,24.340253111266584,,72.0,964.3679502681453,,0.2716777778,0.010710735489837704
48,pipe,к.45__скв.1501,1501,1750026636,к.45,,432637.02,,6568595.31,Q,0.22425,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,2968.0,2466.0,ЭЦН5-60-2450,50.0,0.1451732146,periodic,20.0,0.9,66.0,,,12.001234351422532,12.001198872697914,20.33522214106675,,66.0,952.7901817640832,,0.22425,0.008948353350493292
49,pipe,к.230,1751067763,1750037786,к.88,430953.64,430953.64,6561257.62,6565257.62,,,20,,,20,False,False,4756.0,159,8,0.4,0.85,0.159,1e-05,,,,,,,,,,,,19.868850664284032,19.01060740787595,,,70.61287349523562,962.4646848588396,,3.8240620835,0.20010410991493968
50,pipe,к.37__скв.3781,3781,1750023893,к.37,,442111.8973,,6562785.606,Q,0.6006421296,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,2948.0,2859.0,ЭЦН5-45-2700,50.0,0.3507328903,const,52.0,1,91.0,,,9.658333226486937,9.65819320925396,51.977251043558816,,91.0,998.4267916352427,,0.6006421296,0.022872177412105787
51,pipe,к.88__скв.1628,1628,1750037786,к.88,,430953.64,,6565257.62,Q,1.057950347,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3164.0,2588.0,ЭЦН5-80-2500,50.0,1.466675794,const,93.0,1,83.0,,,19.01094457791163,19.01060740787595,92.8435149138738,,83.0,984.5265990370306,,1.057950347,0.04085505297103946
52,pipe,к.71__скв.1903,1903,1750028316,к.71,,440040.9303,,6561506.885,Q,0.5412222222,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3255.0,2746.0,ЭЦН5-125-2750,50.0,0.3680461973,periodic,48.0,0.9,68.0,,,9.133350588461006,9.133350707784864,48.91442140920028,,68.0,955.9880021249653,,0.5412222222,0.02152440350383588
53,pipe,к.40б__скв.410,410,1750048880,к.40б,,432109.07,,6572404.64,Q,1.065523148,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3467.0,2862.0,ЭЦН5-100-2600,51.5,0.8363910635,const,98.0,1,60.0,,,13.430816452114032,13.430816897786277,97.71889763923797,,60.0,942.1023180907622,,1.065523148,0.04300042650287544
54,pipe,к.230__скв.2303,2303,1751067763,к.230,,430953.64,,6561257.62,Q,0.634256875,20,,,20,True,False,30.0,183,10,0.0,0.85,0.183,1e-05,3430.0,3070.0,ЭЦН5-45-2600,48.0,1,const,54.0,1,99.9,,,19.868999515454227,19.868850664284032,53.99945563423299,,99.9,1014.8212302581,,0.634256875,0.02376203251665361
