row_type,node_name_start,node_id_start,node_id_end,node_name_end,X_start,X_end,Y_start,Y_end,start_kind,start_value,start_T,end_kind,end_value,end_T,start_is_source,startIsOutlet,end_is_source,endIsOutlet,altitude_start,altitude_end,L,d,s,uphillM,effectiveD,intD,roughness,perforation,pumpDepth,model,frequency,productivity,predict_mode,shtr_debit,K_pump,VolumeWater,choke_diam,p_start,q_start,p_end,q_end,startP,startT,endP,endT,start_Q_m3_day,end_Q_m3_day,res_watercut_percent,res_liquid_density_kg_m3,res_pump_power_watt,X_kg_sec,velocity_m_sec
injection_well,к.4,к.4,к.4__скв.17,к.4__скв.17,440009.875648599,440009.875648599,6551718.3849489,6551718.3849489,,,,Q,0.01,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.01,196.8064766673,20,196.8064753686,20,,,100,1000,,0.01,
injection_well,к.2,к.2,к.2__скв.45,к.2__скв.45,437900.82,437900.82,6547270.63,6547270.63,,,,Q,2.13,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,8,,,,2.13,142.4499739893,20,142.447226859,20,,,100,1000,,2.13,
pipe,уз. в к16,уз. в к16,к.16,к.16,443211.74,443200.29,6554521.93,6554552.23,,,20,,,,false,false,,false,75,,112,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,211.9117916934,20,211.9013503665,20,,,100,1000,,1.07,0.0482697823
injection_well,к.29,к.29,к.29__скв.678,к.29__скв.678,442419.25250814,442419.25250814,6543927.99863549,6543927.99863549,,,,Q,1.21,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,1.21,203.9101975259,20,203.9091806018,20,,,100,1000,,1.21,
injection_well,к.38,к.38,к.38__скв.457,к.38__скв.457,439007.41,439007.41,6542717.22,6542717.22,,,,Q,1.19,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,1.19,194.815811567,20,194.8148239653,20,,,100,1000,,1.19,
injection_well,к.2,к.2,к.2__скв.55,к.2__скв.55,437900.82,437900.82,6547270.63,6547270.63,,,,Q,5.66,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,9,,,,5.66,142.4499739893,20,142.434546731,20,,,100,1000,,5.66,
injection_well,к.83,к.83,к.83__скв.4601н,к.83__скв.4601н,443613.12,443613.12,6556067.31,6556067.31,,,,Q,1.04,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,,,,,1.04,212.1033505134,20,212.1025708872,20,,,100,1000,,1.04,
pipe,т.вр. в к1,т.вр. в к1,уз.в к23,уз.в к23,438239.288098401,436762.374817286,6546291.66936641,6545527.75246428,,,20,,,20,false,false,false,false,85.3,70.3,1931,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,176.1510675347,20,164.6169746126,20,,,100,1000,,11.86,0.5350276806
injection_well,к.1,к.1,к.1__скв.83,к.1__скв.83,439823.23,439823.23,6546342.02,6546342.02,,,,Q,1.8,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,1.8,202.6732090924,20,202.6711659468,20,,,100,1000,,1.8,
injection_well,к.12,к.12,к.12__скв.28,к.12__скв.28,437701.59,437701.59,6550241.15,6550241.15,,,,Q,1.89,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,1.89,190.0958389208,20,190.0936127616,20,,,100,1000,,1.89,
pipe,вр.к.14 в/в,вр.к.14 в/в,к.14,к.14,438149.356444797,438151.071975437,6552632.504655,6552802.1551503,,,20,,,,false,false,,false,82,,141,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,196.5976323216,20,196.5500823777,20,,,100,1000,,2.22,0.1001485203
injection_well,к.38,к.38,к.38__скв.426,к.38__скв.426,439007.41,439007.41,6542717.22,6542717.22,,,,Q,0.01,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,,,,,0.01,194.815811567,20,194.8158102683,20,,,100,1000,,0.01,
injection_well,к.27,к.27,к.27__скв.516,к.27__скв.516,445689.07,445689.07,6551811.93,6551811.93,,,,Q,0.63,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.63,203.9200068537,20,203.9196831786,20,,,100,1000,,0.63,
pipe,уз. в к4,уз. в к4,к.4,к.4,439955.098206622,440009.875648599,6551657.79159076,6551718.3849489,,,20,,,,false,false,,false,90,,140,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,197.0023846404,20,196.8064766673,20,,,100,1000,,4.9515891414,0.2233758224
injection_well,к.38,к.38,к.38__скв.429,к.38__скв.429,439007.41,439007.41,6542717.22,6542717.22,,,,Q,0.99,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.99,194.815811567,20,194.8150965101,20,,,100,1000,,0.99,
injection_well,к.64,к.64,к.64__скв.3827,к.64__скв.3827,436231.931071926,436231.931071926,6542395.83257822,6542395.83257822,,,,Q,3.28,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,7,,,,3.28,186.117583664,20,186.1117060107,20,,,100,1000,,3.28,
pipe,т.вр. в к1,т.вр. в к1,уз. в к2,уз. в к2,438239.288098401,437727.199963987,6546291.66936641,6547029.40376245,,,20,,,20,false,false,false,false,85.3,83,939,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,176.1510675347,20,146.2824686217,20,,,100,1000,,27.68,1.2486986678
injection_well,к.23б,к.23б,к.23б__скв.500,к.23б__скв.500,436781.68,436781.68,6545404.95,6545404.95,,,,Q,1.45,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,5,,,,1.45,163.5798314215,20,163.57843415,20,,,100,1000,,1.45,
injection_well,к.2,к.2,к.2__скв.552,к.2__скв.552,437900.82,437900.82,6547270.63,6547270.63,,,,Q,0.29,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.29,142.4499739893,20,142.4498908551,20,,,100,1000,,0.29,
pipe,т.вр.к.95,т.вр.к.95,к.95,к.95,438233.369284347,435050.401304839,6549293.39707852,6549382.47864749,,,20,,,,false,false,,false,92,,4380,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,193.4127396344,20,192.3623825849,20,,,100,1000,,1.83,0.0825548613
injection_well,к.22,к.22,к.22__скв.554,к.22__скв.554,442344.75,442344.75,6547154.86,6547154.86,,,,Q,0,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,,,,,0,216.8359771559,20,216.8359771559,20,,,100,1000,,0,
injection_well,к.1,к.1,к.1__скв.73,к.1__скв.73,439823.23,439823.23,6546342.02,6546342.02,,,,Q,0.99,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,7,,,,0.99,202.6732090924,20,202.6724940354,20,,,100,1000,,0.99,
injection_well,к.12,к.12,к.12__скв.27,к.12__скв.27,437701.59,437701.59,6550241.15,6550241.15,,,,Q,4.54,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,7,,,,4.54,190.0958389208,20,190.0854003002,20,,,100,1000,,4.54,
pipe,т.вр. в к27, к24,т.вр. в к27, к24,т.вр. в к18 в/в,т.вр. в к18 в/в,442927.825855269,443258.42,6553262.22342785,6553977.94,,,20,,,20,false,false,false,false,73.6,74.2,825,0.273,0.02,,0.46,0.273,0.00001,,,,,,,,,,,,,,,212.4368743624,20,212.12273691,20,,,100,1000,,7.87,0.1344496154
injection_well,к.30,к.30,к.30__скв.3708,к.30__скв.3708,446283.29,446283.29,6561199.87,6561199.87,,,,Q,0.73,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.73,209.6444415503,20,209.6440224889,20,,,100,1000,,0.73,
injection_well,к.12,к.12,к.12__скв.599,к.12__скв.599,437701.59,437701.59,6550241.15,6550241.15,,,,Q,2.41,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,7,,,,2.41,190.0958389208,20,190.0924247364,20,,,100,1000,,2.41,
pipe,уз. в к12,уз. в к12,к.12,к.12,437713.23539982,437701.59,6550225.12818923,6550241.15,,,20,,,,false,false,,false,96,,18,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,190.2300005966,20,190.0958389208,20,,,100,1000,,12.54,0.565703804
injection_well,к.25,к.25,к.25__скв.636,к.25__скв.636,441032.833356061,441032.833356061,6544877.67526717,6544877.67526717,,,,Q,0.9,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,,,,,0.9,205.1674977756,20,205.166892818,20,,,100,1000,,0.9,
injection_well,к.27,к.27,к.27__скв.660,к.27__скв.660,445689.07,445689.07,6551811.93,6551811.93,,,,Q,0.92,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.92,203.9200068537,20,203.9193781168,20,,,100,1000,,0.92,
injection_well,к.2,к.2,к.2__скв.618,к.2__скв.618,437900.82,437900.82,6547270.63,6547270.63,,,,Q,2.99,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,5,,,,2.99,142.4499739893,20,142.4449817396,20,,,100,1000,,2.99,
pipe,т.вр. в к4 в/в,т.вр. в к4 в/в,уз. в к4,уз. в к4,440289.531121388,439955.098206622,6551316.96505435,6551657.79159076,,,20,,,20,false,false,false,false,91,90,584,0.219,0.018,,0.46,0.219,0.00001,,,,,,,,,,,,,,,197.5817167843,20,197.0023846404,20,,,100,1000,,9.12,0.2421122338
injection_well,к.16,к.16,к.16__скв.439,к.16__скв.439,443200.29,443200.29,6554552.23,6554552.23,,,,Q,1.07,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,1.07,211.9013503665,20,211.9005308474,20,,,100,1000,,1.07,
injection_well,к.29,к.29,к.29__скв.638,к.29__скв.638,442419.25250814,442419.25250814,6543927.99863549,6543927.99863549,,,,Q,0.81,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.81,203.9101975259,20,203.9096946388,20,,,100,1000,,0.81,
injection_well,к.12,к.12,к.12__скв.31,к.12__скв.31,437701.59,437701.59,6550241.15,6550241.15,,,,Q,0.61,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.61,190.0958389208,20,190.0955330411,20,,,100,1000,,0.61,
pipe,уз. в к1,уз. в к1,уз.в к38,уз.в к38,439822.710824675,439186.23757,6546130.66132836,6542524.47211,,,20,,,20,false,false,false,false,84.8,64,4211,0.219,0.018,,0.46,0.219,0.00001,,,,,,,,,,,,,,,204.4691419261,20,195.7577419783,20,,,100,1000,,14.16,0.3759110999
pipe,КНС-1 (23в),КНС-1 (23в),т.вр. в к22,т.вр. в к22,441520.64,441527.403619115,6546651.03,6547110.1113405,,,20,,,20,false,false,false,false,87,84.5,475,0.273,0.02,,0.46,0.273,0.00001,,,,,,,,,,,,,,,218.9108798168,20,218.3376710864,20,,,100,1000,,20.61,0.3520974046
pipe,уз.2 водовод,уз.2 водовод,т.вр. в к12,т.вр. в к12,440545.410704217,440502.560230552,6546661.04329544,6548316.5256588,,,20,,,20,false,false,false,false,82,88.4,1650,0.273,0.02,,0.46,0.273,0.00001,,,,,,,,,,,,,,,207.5550609878,20,200.2807474562,20,,,100,1000,,32.96,0.5630825063
pipe,т.вр. в к12,т.вр. в к12,т.вр. в к3,т.вр. в к3,440502.560230552,440352.655068217,6548316.5256588,6548656.14825052,,,20,,,20,false,false,false,false,88.4,90,395,0.273,0.02,,0.46,0.273,0.00001,,,,,,,,,,,,,,,200.2807474562,20,199.5584409439,20,,,100,1000,,18.59,0.3175881005
pipe,уз.в к38,уз.в к38,к.38,к.38,439186.23757,439007.41,6542524.47211,6542717.22,,,20,,,,false,false,,false,64,,324,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,195.7577419783,20,194.815811567,20,,,100,1000,,7.45,0.3360839984
injection_well,к.2,к.2,к.2__скв.481,к.2__скв.481,437900.82,437900.82,6547270.63,6547270.63,,,,Q,3.09,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,3.09,142.4499739893,20,142.4446835702,20,,,100,1000,,3.09,
injection_well,к.13,к.13,к.13__скв.456,к.13__скв.456,442206.83,442206.83,6552792.71,6552792.71,,,,Q,1.76,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,1.76,210.4919434169,20,210.489979417,20,,,100,1000,,1.76,
pipe,КНС-1 Тайлаковская,КНС-1 Тайлаковская,уз.2 водовод,уз.2 водовод,441550.236489935,440545.410704217,6546637.55635533,6546661.04329544,P,219,20,,,20,true,,false,false,86.9,82,1061,0.273,0.02,,0.46,0.273,0.00001,,,,,,,,,,,219,,,,219,20,207.5550609878,20,11349.504,,100,1000,,57.654080936,0.9849515895
injection_well,к.4,к.4,к.4__скв.7,к.4__скв.7,440009.875648599,440009.875648599,6551718.3849489,6551718.3849489,,,,Q,0.16,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.16,196.8064766673,20,196.8064558881,20,,,100,1000,,0.16,
injection_well,к.4,к.4,к.4__скв.9,к.4__скв.9,440009.875648599,440009.875648599,6551718.3849489,6551718.3849489,,,,Q,0.39,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.39,196.8064766673,20,196.8063369834,20,,,100,1000,,0.39,
pipe,уз. в к4,уз. в к4,к.4,к.4,439955.098206622,440009.875648599,6551657.79159076,6551718.3849489,,,20,,,,false,false,,false,90,,210,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,197.0023846404,20,196.8064766673,20,,,100,1000,,4.1684108586,0.1880451259
injection_well,к.2,к.2,к.2__скв.77,к.2__скв.77,437900.82,437900.82,6547270.63,6547270.63,,,,Q,1.72,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,1.72,142.4499739893,20,142.4480877756,20,,,100,1000,,1.72,
pipe,КНС-1 (23в),КНС-1 (23в),т.вр. к25,т.вр. к25,441520.64,440901.12,6546651.03,6546589.55,,,20,,,20,false,false,false,false,87,79,730,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,218.9108798168,20,217.1232409775,20,,,100,1000,,8.29,0.3739780331
injection_well,к.12,к.12,к.12__скв.29,к.12__скв.29,437701.59,437701.59,6550241.15,6550241.15,,,,Q,1.87,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,1.87,190.0958389208,20,190.0936540193,20,,,100,1000,,1.87,
injection_well,к.118,к.118,к.118__скв.681,к.118__скв.681,440114.25,440114.25,6554995.97,6554995.97,,,,Q,2.68,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,2.68,209.209836521,20,209.2057201613,20,,,100,1000,,2.68,
injection_well,к.23б,к.23б,к.23б__скв.505,к.23б__скв.505,436781.68,436781.68,6545404.95,6545404.95,,,,Q,1.24,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,1.24,163.5798314215,20,163.5787698206,20,,,100,1000,,1.24,
injection_well,к.1,к.1,к.1__скв.79,к.1__скв.79,439823.23,439823.23,6546342.02,6546342.02,,,,Q,3.06,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,8,,,,3.06,202.6732090924,20,202.6680089174,20,,,100,1000,,3.06,
injection_well,к.29,к.29,к.29__скв.673,к.29__скв.673,442419.25250814,442419.25250814,6543927.99863549,6543927.99863549,,,,Q,1.62,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,5,,,,1.62,203.9101975259,20,203.9084997841,20,,,100,1000,,1.62,
injection_well,к.1,к.1,к.1__скв.72,к.1__скв.72,439823.23,439823.23,6546342.02,6546342.02,,,,Q,0.72,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.72,202.6732090924,20,202.6728000441,20,,,100,1000,,0.72,
injection_well,к.95,к.95,к.95__скв.1973,к.95__скв.1973,435050.401304839,435050.401304839,6549382.47864749,6549382.47864749,,,,Q,1.83,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,5,,,,1.83,192.3623825849,20,192.360279192,20,,,100,1000,,1.83,
injection_well,к.4,к.4,к.4__скв.464,к.4__скв.464,440009.875648599,440009.875648599,6551718.3849489,6551718.3849489,,,,Q,0.94,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.94,196.8064766673,20,196.8058237568,20,,,100,1000,,0.94,
pipe,т.вр. в к3,т.вр. в к3,т.вр. в к4 в/в,т.вр. в к4 в/в,440352.655068217,440289.531121388,6548656.14825052,6551316.96505435,,,20,,,20,false,false,false,false,90,91,2688,0.273,0.02,,0.46,0.273,0.00001,,,,,,,,,,,,,,,199.5584409439,20,197.5817167843,20,,,100,1000,,12.45,0.2126934831
injection_well,к.15,к.15,к.15__скв.206,к.15__скв.206,435896.613793757,435896.613793757,6552994.16387524,6552994.16387524,,,,Q,0.96,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,3,,,,0.96,196.3542027039,20,196.3535252274,20,,,100,1000,,0.96,
injection_well,к.3,к.3,к.3__скв.541,к.3__скв.541,440294.71,440294.71,6548535.3,6548535.3,,,,Q,0.1,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.1,197.9883561618,20,197.9883431748,20,,,100,1000,,0.1,
pipe,т.вр.к.95,т.вр.к.95,уз. в к12,уз. в к12,438233.369284347,437713.23539982,6549293.39707852,6550225.12818923,,,20,,,20,false,false,false,false,92,96,1360,0.219,0.018,,0.46,0.219,0.00001,,,,,,,,,,,,,,,193.4127396344,20,190.2300005966,20,,,100,1000,,12.54,0.3329043215
pipe,уз.в к17,уз.в к17,вр.к.17,вр.к.17,443750.3,445737.09,6555182.86,6555111.83,,,20,,,20,false,false,false,false,71,72.2,2009,0.219,0.018,,0.46,0.219,0.00001,,,,,,,,,,,,,,,212.2525080001,20,212.1261979548,20,,,100,1000,,0.38,0.0100880097
injection_well,к.22,к.22,к.22__скв.632,к.22__скв.632,442344.75,442344.75,6547154.86,6547154.86,,,,Q,0,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,,,,,0,216.8359771559,20,216.8359771559,20,,,100,1000,,0,
injection_well,к.17,к.17,к.17__скв.413,к.17__скв.413,445738.33,445738.33,6555101.4,6555101.4,,,,Q,0.38,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.38,212.1261070455,20,212.1259735751,20,,,100,1000,,0.38,
pipe,т.вр. в к12,т.вр. в к12,т.вр.к.95,т.вр.к.95,440502.560230552,438233.369284347,6548316.5256588,6549293.39707852,,,20,,,20,false,false,false,false,88.4,92,2485,0.219,0.018,,0.46,0.219,0.00001,,,,,,,,,,,,,,,200.2807474562,20,193.4127396344,20,,,100,1000,,14.37,0.3814860526
injection_well,к.23б,к.23б,к.23б__скв.493,к.23б__скв.493,436781.68,436781.68,6545404.95,6545404.95,,,,Q,1.7,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,6,,,,1.7,163.5798314215,20,163.5779835891,20,,,100,1000,,1.7,
injection_well,к.16,к.16,к.16__скв.427,к.16__скв.427,443200.29,443200.29,6554552.23,6554552.23,,,,Q,0,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,,,,,0,211.9013503665,20,211.9013503665,20,,,100,1000,,0,
pipe,т.вр. в к3,т.вр. в к3,к.3,к.3,440352.655068217,440294.71,6548656.14825052,6548535.3,,,20,,,,false,false,,false,90,,116,0.114,0.011,,0.46,0.114,0.00001,,,,,,,,,,,,,,,199.5584409439,20,197.9883561618,20,,,100,1000,,6.14,0.6015459324
injection_well,к.83,к.83,к.83__скв.4603н,к.83__скв.4603н,443613.12,443613.12,6556067.31,6556067.31,,,,Q,0.04,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,,,,,0.04,212.1033505134,20,212.1033453186,20,,,100,1000,,0.04,
injection_well,к.38,к.38,к.38__скв.446,к.38__скв.446,439007.41,439007.41,6542717.22,6542717.22,,,,Q,2.52,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,3,,,,2.52,194.815811567,20,194.812118218,20,,,100,1000,,2.52,
pipe,уз.1,уз.1,к.2,к.2,437832.7,437900.82,6547176.72,6547270.63,,,20,,,,false,false,,false,86.08,,80,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,145.0138982991,20,142.4499739893,20,,,100,1000,,27.68,1.2486986678
pipe,уз.в к38,уз.в к38,к.64,к.64,439186.23757,436231.931071926,6542524.47211,6542395.83257822,,,20,,,,false,false,,false,64,,4001,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,195.7577419783,20,186.117583664,20,,,100,1000,,6.71,0.3027011583
pipe,т.вр. в к27, к24,т.вр. в к27, к24,уз. в к27,уз. в к27,442927.825855269,444124.969261252,6553262.22342785,6552687.34763735,,,20,,,20,false,false,false,false,73.6,75.3,1329,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,212.4368743624,20,211.5817057006,20,,,100,1000,,2.83,0.1276668074
pipe,уз. в к1,уз. в к1,т.вр. в к1,т.вр. в к1,439822.710824675,438239.288098401,6546130.66132836,6546291.66936641,,,20,,,20,false,false,false,false,84.8,85.3,1697,0.219,0.018,,0.46,0.219,0.00001,,,,,,,,,,,,,,,204.4691419261,20,176.1510675347,20,,,100,1000,,39.54,1.0496839611
injection_well,к.29,к.29,к.29__скв.647,к.29__скв.647,442419.25250814,442419.25250814,6543927.99863549,6543927.99863549,,,,Q,0,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,,,,,0,203.9101975259,20,203.9101975259,20,,,100,1000,,0,
injection_well,к.29,к.29,к.29__скв.675,к.29__скв.675,442419.25250814,442419.25250814,6543927.99863549,6543927.99863549,,,,Q,0.06,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0.06,203.9101975259,20,203.9101897337,20,,,100,1000,,0.06,
injection_well,к.27,к.27,к.27__скв.659,к.27__скв.659,445689.07,445689.07,6551811.93,6551811.93,,,,Q,0,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,32,,,,0,203.9200068537,20,203.9200068537,20,,,100,1000,,0,
injection_well,к.22,к.22,к.22__скв.622,к.22__скв.622,442344.75,442344.75,6547154.86,6547154.86,,,,Q,0.22,,,false,,true,,,,,,,,,0.00001,,,,,,,,,,,,,,0.22,216.8359771559,20,216.8359259073,20,,,100,1000,,0.22,
pipe,т.вр. в к4 в/в,т.вр. в к4 в/в,вр.к.14 в/в,вр.к.14 в/в,440289.531121388,438149.356444797,6551316.96505435,6552632.504655,,,20,,,20,false,false,false,false,91,82,2701,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,197.5817167843,20,196.5976323216,20,,,100,1000,,3.33,0.1502227805
pipe,уз. в к1,уз. в к1,к.1,к.1,439822.710824675,439823.23,6546130.66132836,6546342.02,,,20,,,,false,false,,false,84.8,,158,0.168,0.016,,0.46,0.168,0.00001,,,,,,,,,,,,,,,204.4691419261,20,202.6732090924,20,,,100,1000,,15.8,0.7127687482
